num_stage,stage_time,dis_fraction,dist_to_water,truck_consumption,water_per_stage,prop_per_stage,dist_to_sand,dist_to_fuel,mob_distance,sand_footprint
138,174,0.910143253788401,117,20,641052,29,63,9,262,0.03361852863450848
93,211,0.8347390493738571,113,14,404849,94,50,12,220,0.4903734286630772
146,196,0.17221260073021083,63,19,435125,24,63,97,262,0.12185828764147882
46,60,0.6058093759893749,120,15,598541,38,108,110,236,0.27485646260732205
92,61,0.869854439345655,198,21,417397,59,83,181,447,0.015213217216281494
31,175,0.41036370691121016,137,20,283822,32,123,195,78,0.2343988755774042
119,208,0.4558547662002702,107,13,908796,48,78,4,490,0.4604031871965079
81,239,0.8216967617292071,62,18,554039,99,15,86,328,0.3421678879168033
127,192,0.4978990935737925,162,16,839735,30,1,126,45,0.4367990945581666
32,225,0.015921649965237927,170,11,507664,87,178,1,369,0.014342227771645566
113,82,0.8665176896521263,45,13,486664,53,58,2,98,0.2416880894561344
63,187,0.7058635196362822,56,11,169751,95,192,61,368,0.44017366854319445
41,109,0.3797829421797859,123,16,504417,62,98,12,215,0.09052862241949339
89,191,0.35922753452014056,68,18,364804,10,157,107,134,0.3225829284064257
46,157,0.4751503295380092,71,12,709463,75,134,161,18,0.38228244026604435
80,211,0.16347731086703265,146,15,868219,37,181,160,239,0.281717254305217
97,88,0.9690227192424729,107,24,173716,64,129,141,196,0.25334785125554243
141,186,0.7136738426209217,3,16,747188,86,162,66,497,0.4041705014323454
110,148,0.37191317590230144,85,12,968023,26,53,160,430,0.07845981200116348
87,133,0.6433671203446443,136,17,955683,65,35,191,234,0.04464352792673032
130,167,0.5074045034653433,17,22,983509,36,158,148,206,0.045092089952125436
107,136,0.8590656626707985,115,12,344090,40,86,186,62,0.4972649448072741
61,93,0.487090198141769,145,11,320065,81,8,89,291,0.1194377494834058
75,100,0.3920137059997709,128,19,387651,79,138,162,228,0.16513884897572356
121,203,0.13809350826950328,158,24,554631,74,48,108,294,0.43331957401653676
95,64,0.9896320084333755,0,20,994293,43,91,78,349,0.12392101538027689
128,200,0.3458526132198483,118,10,825134,11,190,142,366,0.2683259348732427
112,164,0.9759597967731656,60,20,996521,76,161,57,457,0.4612131819586859
140,203,0.2644638865269444,196,24,760234,39,181,13,34,0.3835786308424566
34,102,0.32393759005592804,147,13,224561,68,170,195,369,0.120193837877558
71,121,0.6204704098529639,186,20,529975,91,188,77,102,0.22735163131752328
128,198,0.6193089367948025,51,11,446450,30,10,162,209,0.16278602023618322
53,68,0.5530862494914803,43,19,354825,67,151,112,177,0.18393214062424812
87,152,0.11570935218840572,16,11,517359,88,135,179,355,0.045409247244333706
133,139,0.027211167346396614,5,21,714633,23,93,42,185,0.24520808787309673
38,230,0.06401342962290313,143,24,543774,74,69,89,8,0.11804389552138045
48,178,0.6479007226779625,32,22,433176,11,186,179,381,0.04750796272909047
90,110,0.7219773794635396,187,16,920589,14,194,130,29,0.41405293080805444
90,144,0.1410331596776062,6,14,173344,26,198,161,470,0.39373258796706456
42,130,0.41932557842201623,157,24,988075,69,62,58,195,0.422944768943454
116,144,0.32367408769601114,129,14,132805,59,77,155,59,0.14047213344026116
146,197,0.07556949355121245,133,17,540463,12,55,154,333,0.18842787092225016
137,179,0.6208148963349589,88,24,804508,64,167,40,420,0.12324475760972398
57,222,0.8651676983740144,171,22,283849,32,115,4,9,0.46354605379008224
114,121,0.6504784345199598,99,22,684820,18,112,85,341,0.14262508185002165
119,195,0.08393205277527038,184,23,709352,38,110,122,446,0.4456030857538867
54,79,0.21883530166031417,199,21,654890,67,177,170,381,0.2832819009055181
118,229,0.5322053095907642,20,21,900379,99,119,96,403,0.024699276908384027
71,194,0.47918586831623156,12,20,475422,13,71,141,247,0.18078104133172923
142,127,0.5216590134230805,148,15,659359,14,183,83,462,0.1585385432483854
33,216,0.3751401406028062,183,15,134106,86,160,164,477,0.3293112765240668
94,95,0.17892393441677512,34,16,678799,17,163,199,369,0.340758440516563
149,144,0.028229430600816396,39,13,436646,70,87,136,56,0.4900694181483584
38,215,0.404883997206805,180,11,780534,32,7,178,400,0.21743098549489104
146,113,0.42946427007684373,11,12,575510,24,67,40,179,0.17421881648142
66,219,0.024675494330286263,35,17,146816,11,35,41,391,0.4428547685480621
146,237,0.13924118045923273,62,13,168243,96,188,94,438,0.015274464586149561
82,173,0.4565853412641254,122,19,624548,98,89,49,128,0.010832002693911935
94,75,0.6599879490230459,41,16,104532,65,141,29,483,0.3825859733434132
32,210,0.27452557205776684,64,11,351861,76,51,27,282,0.34327354331816573
143,193,0.44699598451992584,104,19,828086,70,152,191,316,0.12902814975556803
108,70,0.022395383732880858,75,19,472611,83,194,158,172,0.4390438120390708
72,129,0.01953883994265182,36,14,333194,65,155,189,158,0.4425826357539934
39,156,0.05854869473691671,146,13,536470,49,129,50,464,0.41450991227555045
114,139,0.05651423558023927,93,14,215427,62,68,94,367,0.29558100539362697
104,80,0.6941411149957327,43,16,477927,95,94,110,92,0.3754027349561949
145,160,0.4009659787775167,32,11,260704,16,127,126,213,0.24574198666957514
30,217,0.5217647844635104,126,20,637908,95,180,36,254,0.008189663256074786
142,218,0.5959449703040748,115,22,965364,44,190,7,314,0.1392842507357595
33,63,0.48615578351204947,149,16,247744,24,13,157,435,0.46594669621089563
47,146,0.14193643127362965,86,11,569929,82,93,53,409,0.22797182067701605
93,91,0.2113653966788045,181,18,194217,87,138,198,100,0.2560174590481956
56,115,0.8768017101399188,41,20,612717,80,27,39,91,0.26256058779756486
110,127,0.7148888740571981,153,13,918418,82,111,151,391,0.24816604606967702
117,116,0.014757789170716018,32,15,572023,91,42,6,470,0.09161421502813816
90,151,0.6429568473793824,13,18,222266,76,195,150,129,0.45914873538308215
136,97,0.04994501726037759,133,10,997718,97,161,195,436,0.2239817519145827
63,77,0.5115471786055261,65,22,497940,58,28,131,354,0.40752762016214794
135,124,0.2077803340508988,68,12,747704,43,22,8,381,0.4988862578709424
50,200,0.18154949165917045,161,23,889639,20,29,145,86,0.47678049399893346
60,90,0.19165400113719921,46,13,910585,29,147,40,469,0.06662474562286574
95,193,0.9929563748533224,157,12,960679,21,119,2,92,0.15131124820137398
37,174,0.31705650099113936,145,18,979783,98,170,69,71,0.1007487572439803
83,177,0.44953055510459816,167,16,446842,69,56,21,111,0.06723316975919102
95,229,0.7035828247539597,159,22,845879,23,198,64,424,0.07295684325192048
114,143,0.33726895545486457,115,13,657514,90,42,29,65,0.4801947316521661
130,135,0.7143589209632096,7,19,407635,22,35,123,483,0.43704681369802606
115,218,0.9914015204797075,16,23,464189,61,16,134,490,0.3576850183362555
100,144,0.6982995559186342,60,19,351589,50,155,55,403,0.44439726340876634
100,215,0.1138930769653429,119,21,275624,94,89,38,433,0.0880024137805715
121,115,0.14227963046499614,64,19,414794,49,190,59,345,0.2550055451339563
130,182,0.6906691434455471,174,17,544259,86,174,118,444,0.3127779768996668
145,81,0.2513164515208517,43,14,213072,65,146,75,118,0.40142774579140145
95,96,0.7065776551465134,52,14,702061,13,187,88,138,0.3088575131515924
77,96,0.8130572347857926,32,15,100792,16,47,186,83,0.3913658838137205
130,184,0.12356804730460935,67,20,256023,36,175,119,218,0.2239627993690152
41,130,0.8199209340318191,125,22,230137,29,86,192,426,0.31457163275073197
115,127,0.9834955972631712,88,18,406565,29,131,120,174,0.4801858284596025
64,223,0.08605788385796143,191,20,220455,91,98,106,367,0.23064874658610207
116,216,0.6876526976623527,49,17,957971,80,53,16,209,0.21718853776215008
32,109,0.44332629313297467,168,22,248800,59,68,112,86,0.029290550213136646
148,97,0.5810080815235922,69,10,301878,33,165,112,445,0.43258209191331637
137,144,0.34312920853834217,124,10,114170,61,49,128,414,0.24235235369531333
135,160,0.5219483917321658,95,22,818256,84,13,99,134,0.05706158648501597
122,81,0.3905828341139622,17,16,809562,22,190,112,457,0.19357778962714184
86,207,0.439799236323027,184,11,244426,92,27,177,322,0.39628713265605864
105,115,0.8783507061916888,197,15,538667,16,184,198,63,0.33728704968856243
110,121,0.9660261803309067,136,12,541842,36,70,43,356,0.3199993075581994
53,214,0.10441256161399104,46,18,882552,45,184,150,14,0.27902526388678534
66,143,0.8260436420743659,6,17,132832,82,159,56,1,0.37894394856498337
139,79,0.07658817935352469,4,17,803058,81,162,166,465,0.1851612208628045
69,98,0.00511659043089896,1,23,665935,20,121,70,60,0.12852584026189257
55,150,0.8120576402983068,66,24,808317,36,67,44,313,0.3057796694272876
95,78,0.15614821419828218,104,19,354264,56,54,185,249,0.49540345672278013
63,97,0.06136826984074728,71,13,947082,23,73,117,455,0.013306382288325536
137,172,0.9409189956880125,182,19,309948,17,179,69,128,0.1871158620418754
131,209,0.7743436937253063,155,22,148546,94,50,95,81,0.013638252252653305
62,88,0.1357965611721611,57,11,221382,17,160,189,258,0.17852985157535295
95,145,0.04909072388807589,120,19,486722,65,31,164,271,0.48788739835687533
147,218,0.415097283996572,63,14,506218,76,27,39,316,0.14271828804654307
91,131,0.3973367483115807,174,22,980037,36,54,170,293,0.06660373218171967
63,190,0.5474326305804823,148,24,268663,96,126,135,89,0.39512855065346375
112,157,0.4917949969326897,99,18,415602,84,88,96,133,0.0685505603088436
107,237,0.5737794776707965,111,17,292403,98,74,22,232,0.21556212396442692
104,128,0.6501966269804385,133,23,928758,72,30,143,18,0.3284772370804928
55,149,0.9678806909717478,93,20,991007,86,133,156,276,0.26663050709296426
91,66,0.2683021178216849,20,15,762904,23,199,128,92,0.12644495942845513
45,239,0.8357856791955196,3,16,670152,15,21,93,133,0.17355776977706083
31,123,0.9542775308933521,165,12,121986,85,15,86,231,0.22276584906339164
147,152,0.8794804151495587,27,17,156112,14,189,194,9,0.32796595641069837
102,146,0.04080494935136747,28,23,201376,10,65,67,419,0.4407415706885722
118,206,0.3561892007079209,155,23,971489,92,74,85,460,0.49098191453767775
48,79,0.9357679447212274,159,24,480823,52,6,59,23,0.2446657857606066
57,147,0.8513174358146596,126,10,320532,64,127,63,498,0.2565446929636271
119,90,0.7099177236048991,1,14,412739,38,190,183,207,0.26554568419631386
129,196,0.3889182167360893,120,15,681278,73,62,57,495,0.35211164428428476
33,158,0.7847476312939137,155,16,645951,67,78,140,447,0.17452640833354288
147,76,0.8945883192801556,34,14,667144,31,57,8,266,0.23172589154771794
120,145,0.07694167394801654,11,19,825965,64,10,174,460,0.44102665947926467
59,202,0.2420260436578917,183,20,215931,43,91,57,357,0.45026136510016157
108,211,0.24256522191975582,167,13,650673,18,103,130,350,0.0637149842282233
133,64,0.4842199130185769,3,23,617558,19,145,86,313,0.1761830516792165
146,211,0.9919714968278404,19,11,590035,20,85,10,421,0.2713227601828356
45,209,0.823121769746285,183,13,462980,10,178,114,56,0.27325602108755215
83,181,0.05153785415025969,44,14,309012,22,11,110,85,0.2720218984673814
79,203,0.705184280745214,84,16,891949,60,190,138,68,0.1348849819955239
136,118,0.3560668349654895,16,20,768498,65,133,165,114,0.023148130628475816
46,191,0.6403145344466543,155,22,963262,50,188,118,295,0.24848413274430675
126,181,0.8062596265876122,181,17,833344,65,131,113,317,0.39734369737549463
43,111,0.3096755480513992,73,23,412692,24,7,65,413,0.1975623715181296
143,239,0.6067555122661623,131,24,901652,89,66,4,494,0.21399310370892194
58,68,0.8355048495838653,84,18,344299,39,74,30,181,0.000267660939145431
38,89,0.2840712353464093,173,14,106338,62,186,0,421,0.4455097780473754
111,224,0.7251922121807284,7,17,917919,38,137,62,329,0.39526829090202764
80,204,0.32620236139963243,90,13,626471,80,38,163,408,0.3085656929823207
102,202,0.28830179699200964,28,14,127973,19,173,37,385,0.20361528401303303
64,208,0.5545524959049988,100,17,738336,72,156,11,206,0.17971339780567847
98,129,0.17401457423762667,67,22,232454,41,27,166,40,0.12912859946766653
140,110,0.7865844541812005,101,18,741610,68,59,116,155,0.09258502056342
69,94,0.5781524164791607,48,12,667909,50,197,14,181,0.1239133541949256
42,223,0.06290853597796275,84,19,404334,76,108,127,324,0.21994305187625635
41,134,0.2403323926772032,171,15,622629,41,90,133,366,0.0618673482063799
101,183,0.6321459280597347,69,12,114114,49,146,90,249,0.3585330149558707
96,162,0.223588529458302,148,17,853633,44,57,98,163,0.30474359990646793
109,96,0.19684694190289953,182,24,492232,86,168,97,441,0.33047032032258106
141,117,0.3296230944689186,144,19,966548,85,95,149,258,0.16816611054378972
146,76,0.4446799342288914,116,12,935752,27,2,183,72,0.20287740844598845
64,82,0.3824734314367213,179,19,222032,47,54,99,13,0.2711272542793721
79,112,0.804286716008148,49,15,719207,49,44,107,152,0.3257713597849406
63,209,0.14847391475689498,113,12,607140,18,59,184,321,0.3107707055403277
77,152,0.41109382236071157,114,16,998865,33,142,186,417,0.4534702981170034
140,219,0.6013112642075903,178,13,378230,26,110,49,380,0.49490500695875533
146,188,0.08979289985790262,67,21,961875,68,27,14,101,0.3478598783907426
98,214,0.2889119053789765,112,10,955230,51,178,158,89,0.2488501031610152
133,236,0.3189628141112907,196,10,193720,41,57,125,456,0.3879377769836684
121,177,0.7557401516308518,82,20,817223,87,105,77,426,0.17581461734015486
44,162,0.9752822602535204,160,16,609081,91,110,199,321,0.02190456361580201
117,196,0.5211921461981477,118,12,478659,36,178,66,406,0.1049984703723259
94,236,0.45779788826186885,129,13,599184,35,27,188,316,0.4638914408179182
112,124,0.7984872242090548,9,15,902630,23,187,70,86,0.15061405669536693
98,117,0.720868670010948,59,16,399319,52,3,85,461,0.43571232018754436
66,211,0.08156030442639639,178,19,987010,33,193,78,107,0.28681935206958986
73,96,0.9777594393976669,7,20,125066,30,156,194,22,0.4254197590302488
105,231,0.10849853998899528,110,12,881876,42,99,33,189,0.4613622343995745
75,233,0.8190454344892734,187,10,388238,10,172,71,450,0.1201968586929163
105,60,0.05553224565008563,161,23,282895,45,85,156,435,0.31709629401992384
110,220,0.5659264272814144,48,19,139252,48,184,66,203,0.4366293013174245
146,170,0.1956915994610725,124,22,257460,23,167,142,261,0.22303694000171037
138,164,0.4607201733829088,148,16,478631,39,199,139,322,0.44873965800257537
146,118,0.6665016670069739,83,12,542592,77,132,117,460,0.31147669349442814
42,232,0.38456949047152855,199,21,724183,81,33,158,312,0.4260329454606107
41,64,0.4903842119179863,90,15,543011,78,153,164,198,0.03494441025576084
147,117,0.7353811548663483,83,15,977510,70,71,91,29,0.41282482649906127
148,67,0.7912954033234011,62,17,657542,38,8,132,79,0.3275300609632672
149,173,0.65926670254286,46,15,612795,54,155,161,57,0.4489044169944615
99,60,0.37419592599606233,154,22,947637,54,37,88,360,0.44074382919617194
66,178,0.010972760039094087,22,20,898031,37,175,109,127,0.23342985618558953
109,204,0.5295321737370038,14,16,651243,75,64,1,475,0.06976913908831589
117,129,0.44477629235742977,8,10,208879,62,168,191,79,0.2211985890872843
41,231,0.22557876261715126,36,17,929675,75,49,190,372,0.19354969572717523
96,85,0.631503521633908,147,10,937329,72,96,65,84,0.12133463316898402
145,218,0.6268570525367235,28,18,353741,83,7,156,214,0.27670670238081463
110,188,0.915407140065477,28,15,952678,67,123,15,184,0.19921193432743883
141,101,0.6713102004647851,153,15,263400,16,51,148,168,0.25493908602096754
119,117,0.8871332621185111,117,19,603472,87,190,95,306,0.3646675598209006
128,175,0.2831110291867883,121,22,480289,37,91,150,256,0.30612272071005847
86,93,0.9145106125566497,63,22,524419,20,46,132,432,0.25567908086598945
129,89,0.21945888553337878,59,23,904651,93,170,120,439,0.1945329545363449
89,98,0.1678159326378913,84,21,497353,37,29,170,328,0.14487042111634768
98,128,0.5757946244103145,177,21,205416,78,50,41,484,0.13202644098975308
105,230,0.35174675732852156,59,16,527779,60,97,22,105,0.06316099060582026
74,231,0.5869200724216828,88,12,556069,90,25,89,164,0.4384193190810309
64,152,0.48236866948733137,55,11,570997,91,139,19,86,0.22213436105776796
124,98,0.45296056054741174,89,23,713439,19,48,66,52,0.1411952132895012
91,126,0.9106192863525724,189,13,110676,16,142,113,427,0.34634953576525757
97,163,0.39606416488281804,28,20,554977,47,199,101,441,0.19365359690803235
86,81,0.4922878553248332,154,10,517102,23,104,197,347,0.38059024774713496
144,75,0.5688612428701486,142,24,193483,35,10,124,471,0.06507020948498932
97,146,0.41310722998300997,36,20,886903,82,45,157,379,0.16500823387653818
32,152,0.587528499152319,60,20,984805,86,177,173,214,0.4766785681515883
98,126,0.2747817586325041,23,10,406757,96,35,99,394,0.28786972876175615
119,170,0.20775858247088186,69,11,954322,91,23,62,19,0.4037437882972137
81,173,0.6565084976527462,43,16,501992,29,18,101,476,0.24241694916125361
94,146,0.1419451013619698,2,12,747928,67,78,18,12,0.05723059030141692
110,109,0.6983305011746478,43,15,968102,97,54,151,467,0.13815778785034816
99,194,0.9800222434133777,118,24,255104,67,2,79,184,0.4427866904938896
35,112,0.17202579650563787,197,19,874507,87,174,157,3,0.28852665178295017
102,174,0.5961080442737313,76,24,507658,18,155,90,322,0.08586555648080829
41,219,0.7666789613795548,29,17,149088,47,169,122,230,0.07250553266886667
104,184,0.8756759201657427,53,24,485405,35,96,139,200,0.08586763550867621
31,154,0.8000421410756665,5,17,683283,82,149,187,395,0.14283933419240652
41,170,0.8556669977157503,190,24,866564,47,183,67,333,0.08813723574071936
88,210,0.8307930261356561,72,23,492947,84,116,97,83,0.4119420123447682
30,112,0.34305405949539414,103,13,874147,92,7,182,479,0.318267013080286
101,151,0.150674515256622,169,14,941359,85,163,73,313,0.2432777847776093
88,210,0.34711594703001225,152,19,479292,72,157,150,339,0.10096488562401962
70,126,0.5916864885873615,127,16,620777,89,144,18,223,0.4809509765792176
57,73,0.10652466525428983,97,17,810458,25,176,115,400,0.008255360311289373
143,222,0.0852316278097307,75,16,683664,13,73,21,187,0.16029811733550559
42,238,0.9919568234723344,5,12,750747,64,80,150,38,0.49206902780987477
98,159,0.9954253005277057,176,14,780535,49,3,29,164,0.458183478854416
106,119,0.5600046028032998,97,10,478772,25,43,117,114,0.32416624607511535
101,74,0.5898145596820894,71,15,843314,26,121,68,37,0.43180140824544233
110,169,0.23624742250120934,116,11,629469,91,115,58,60,0.21954055391519017
119,177,0.8117262013583677,166,14,651631,76,93,107,136,0.24030833074826596
106,162,0.12330318375737492,197,10,249001,94,82,114,454,0.17541527023652115
53,75,0.6889680268115354,33,21,923929,19,49,186,119,0.0050544956897197735
74,134,0.8182146453343513,67,14,288720,58,149,73,109,0.22333423971112454
57,117,0.8468811066024852,147,21,850365,93,155,10,103,0.22283893051782472
97,179,0.8212390547242223,195,11,259767,92,170,185,104,0.3207663945621668
117,204,0.541781168313069,10,22,384847,64,22,160,222,0.0781215066928308
82,225,0.6259917461662372,186,22,846644,82,14,191,301,0.09773166980340281
126,193,0.5477531005661875,64,24,800140,13,128,44,254,0.40632792970094006
143,86,0.757950187673141,97,19,572442,23,166,32,125,0.2574803508225451
48,116,0.9120084917985024,108,11,633236,45,109,36,416,0.0401523695453897
43,147,0.7423593596791748,83,24,608932,63,164,133,490,0.24855792213380556
145,227,0.019551389540443664,119,11,183989,90,129,80,107,0.03566342031541975
100,227,0.7816559067508803,18,24,603159,34,179,20,419,0.1530783362937313
39,130,0.9871451973750189,99,13,430502,85,186,84,439,0.4507117862719812
109,108,0.07346617060173455,124,18,698713,60,164,159,51,0.08740829391239241
48,73,0.7154186716308185,129,17,220406,57,18,52,347,0.29504400219032895
95,160,0.4317185111210121,155,18,354220,60,9,174,428,0.4325611455667719
133,126,0.15528292649741993,29,17,273859,32,75,34,193,0.3442400554423037
114,227,0.46124560909343526,89,22,419264,38,68,11,374,0.19505923490708482
108,124,0.8604727611523858,41,21,498921,76,53,170,261,0.34619207845328737
108,141,0.6948295959088691,57,17,372117,66,110,75,20,0.3381342622944529
90,143,0.7410935656803678,36,14,963724,89,12,35,201,0.1608157161688158
35,211,0.9411655486347633,174,11,879023,42,187,122,374,0.3075934102043289
118,221,0.913397914746244,98,12,921744,80,94,113,192,0.003454546532591307
145,131,0.3695307179662697,33,18,299646,36,190,86,322,0.41617182428140015
61,83,0.07561171109078879,177,16,811343,68,185,180,216,0.30943993604244674
94,171,0.6729829156159621,191,20,722107,46,177,39,251,0.17085405823864397
127,192,0.8608410140387446,67,10,347068,26,54,165,58,0.27104477751612877
81,213,0.6024726297961795,104,16,198652,31,164,52,230,0.2039385443203116
92,193,0.02245015009745699,187,12,653449,79,198,96,132,0.0654682150733138
87,113,0.4676053811375229,178,23,111031,82,179,57,285,0.06674242531495539
69,107,0.51206563558611,28,16,557243,17,58,76,197,0.44092918677209064
93,77,0.8852007295159942,63,14,683008,60,178,20,348,0.1605401896651592
115,175,0.7365061728408954,81,13,365385,19,176,32,147,0.21118595360999703
62,212,0.7460548436531125,157,14,321249,36,37,195,5,0.18498186711584763
94,153,0.1833726907937182,187,13,263074,84,158,55,417,0.2336581283040795
89,237,0.9691391653200977,197,10,833637,10,43,129,17,0.3787961695666256
45,173,0.5247804435665574,118,10,159756,35,22,93,2,0.2432464763926515
72,205,0.09311081821316036,102,13,929515,72,68,31,436,0.11566679146633702
143,170,0.45614278742748526,187,11,850838,87,11,103,354,0.24480188511925838
43,224,0.8086252425669689,31,19,555004,45,6,174,171,0.4461037084510616
116,130,0.6064023135192095,109,19,588781,38,82,38,324,0.11595932767051348
123,127,0.5282255603720772,73,14,577619,46,5,45,54,0.17135720823641726
139,71,0.42615744642796616,128,20,345298,76,41,142,103,0.38653656537946435
35,237,0.568084904025571,141,18,904881,89,62,16,160,0.3392989634055669
141,209,0.029587850779160152,77,21,819878,60,38,52,15,0.1660548343937212
135,158,0.03686587885165049,94,23,890005,15,164,85,382,0.06602124870604748
99,121,0.9415732665091419,188,11,624762,16,87,10,30,0.2791614153793404
84,200,0.9421946920571067,49,16,315194,90,5,51,190,0.09756088783523065
35,112,0.04993866367473809,3,13,453415,85,199,44,128,0.47820721083388773
108,181,0.11238571420042387,24,22,784728,63,105,104,190,0.021486955222176807
38,120,0.7717891576402446,156,10,703468,84,158,156,461,0.058801104131103954
112,125,0.24368708489134527,176,11,446080,59,50,136,312,0.17844132751193492
148,141,0.9951982585496406,183,17,150336,33,174,125,248,0.13855527195512657
87,109,0.37700743771085066,10,23,192354,53,41,116,482,0.4001167141113513
110,157,0.42203071363238553,96,18,658625,51,8,184,152,0.49461828313254125
94,204,0.05218842228643583,150,16,643182,86,91,144,88,0.06625147538945464
119,150,0.563772160333426,55,11,626741,70,21,95,308,0.12948617192456635
45,179,0.2675285306408898,31,13,667335,46,127,78,414,0.4961720506421716
128,230,0.6926061389527963,178,22,731046,33,119,188,78,0.08965102228228633
139,121,0.2934398871820818,199,10,453211,98,140,156,463,0.30236600185652435
108,183,0.6782842427326156,62,10,829666,18,66,108,345,0.23718002754679163
139,105,0.9813832478926275,197,12,240738,98,173,179,336,0.19461637076261268
44,184,0.07643441069008594,173,10,947006,27,53,47,476,0.27091525823052504
56,87,0.46492252075532636,181,10,970197,50,26,51,349,0.01095044974520143
45,139,0.6584307811636927,180,12,537307,13,181,120,49,0.07035722701101693
107,192,0.45505415697015494,3,13,306178,48,163,162,209,0.4804577343439429
130,211,0.8289494477205368,112,20,516797,16,164,85,307,0.27587103558952547
72,197,0.8821809804931756,7,10,321217,48,5,56,194,0.2032789392636279
128,175,0.7522363294161004,182,21,901201,22,124,87,47,0.2195370776079199
119,149,0.6258992193380359,95,19,241783,87,182,107,76,0.03265685619813952
139,74,0.6941742039011753,186,15,745459,49,36,194,362,0.37246688576656384
42,178,0.6115033615653162,120,21,736600,98,37,17,383,0.12428791510172199
100,141,0.9146732454924398,33,18,338905,32,5,76,272,0.396743140877876
83,231,0.0037658269422073953,43,16,934783,80,65,46,91,0.137591129572044
93,82,0.14138084205711177,63,17,445679,86,23,22,345,0.352398729747167
127,76,0.39702468535241087,1,23,635505,23,41,97,43,0.2713710469888112
105,194,0.7123967956082907,18,14,594528,91,149,193,257,0.16852875452471616
147,227,0.7384971122474198,88,11,278271,41,125,63,384,0.012046831907424782
115,170,0.7733878951686359,164,22,494884,80,135,27,395,0.2909788524730871
110,205,0.768571541572971,137,10,271174,92,109,41,157,0.16730478953679295
49,202,0.961507112165244,26,16,424145,23,195,105,414,0.14252046755460573
134,112,0.18422024410848514,179,12,854830,51,59,64,421,0.15934809291021257
54,140,0.040085306903907436,105,14,443728,53,0,89,129,0.01028613943407558
86,114,0.7997185581543309,92,13,148296,67,88,166,148,0.3720911396725591
46,85,0.3627720885282355,126,14,334725,75,160,30,255,0.49681561545988623
106,238,0.6109522677312536,24,19,245894,70,115,46,32,0.016937152986202297
86,167,0.8023613321298932,30,20,757044,21,150,95,299,0.29865704318214575
107,236,0.028539289397498058,183,14,920676,39,10,46,481,0.29799538190111224
68,184,0.928616347523477,142,20,824367,66,80,98,286,0.11830436549965223
147,110,0.6202390331572065,199,13,393391,46,120,47,358,0.0352579284283136
136,139,0.8270943978635708,149,15,235733,62,26,114,89,0.2680582170972213
79,109,0.8122533469941937,140,10,575877,65,63,148,247,0.16961869271277308
77,230,0.9027337682324242,94,22,960290,70,30,180,119,0.47842671532553677
141,226,0.9065085554071198,186,13,588173,41,1,65,1,0.3359490011258775
50,228,0.127647230957305,47,12,349876,21,172,115,153,0.49236316747371356
50,189,0.8752513597604497,43,18,553269,93,29,155,248,0.47352419107561033
38,101,0.7344841802225547,131,17,127688,40,105,11,456,0.3155384844690968
52,181,0.15620914471559122,42,23,208022,98,63,187,138,0.2933720911459218
37,170,0.435489852648716,146,10,784498,89,95,52,320,0.10791455145121093
43,99,0.8316886772082162,186,21,610294,52,193,195,44,0.1334355171575961
63,209,0.7273486286104234,83,17,857660,68,32,183,232,0.2799605299251882
114,66,0.6358103817848837,129,17,534565,68,147,194,168,0.12644404797444592
125,67,0.6629303221953471,42,19,369349,39,170,9,222,0.329154021232956
62,79,0.758718078301108,60,12,566206,74,25,45,431,0.10881108077444546
74,163,0.4312946630167397,172,16,929616,86,162,71,46,0.0008576903706793981
84,185,0.2584385412718966,24,11,952760,49,91,83,290,0.2847683237198024
103,110,0.09126674797536805,78,16,655859,10,166,180,22,0.29254587040831354
48,121,0.1990617651974913,33,14,962535,69,10,31,4,0.3956929401158534
134,177,0.02124748788121744,140,11,586021,91,75,164,182,0.2213384766557499
66,68,0.6155057591299459,154,24,585531,23,9,113,43,0.4383054489043971
114,112,0.613828994791396,129,16,757968,86,19,53,422,0.14304683221620001
85,163,0.5409672815791043,52,19,777398,45,81,36,106,0.419592447387862
51,118,0.3274608216148571,117,14,972532,11,128,58,466,0.4536720146143175
82,174,0.05184885567881192,74,14,676638,40,25,72,79,0.10087081055887764
37,173,0.14860370503592468,181,15,650435,96,56,140,248,0.42798506626552657
99,91,0.531703967617085,22,10,435096,40,12,27,465,0.2675071113864233
141,78,0.06447137480138299,143,23,944519,91,158,40,246,0.38112236272352373
106,61,0.8860613061500267,156,24,999182,44,76,154,93,0.21518957684539114
59,141,0.39782095695950126,25,23,493606,45,74,52,182,0.2500770994167659
39,135,0.41572747219201334,193,20,550158,82,161,105,307,0.37583682245343164
122,209,0.10465415690461966,186,21,557670,65,101,123,475,0.3993768338566747
37,190,0.8976614802977965,89,23,954447,84,108,161,160,0.363278738265644
91,91,0.9108773264934333,55,23,297439,82,184,48,439,0.010243076130611206
59,221,0.21324063171358154,43,17,915810,69,182,105,441,0.07747454297055212
95,64,0.5883702395261015,28,14,844243,80,95,19,373,0.40540899473410424
38,142,0.5253093478381053,196,12,662676,94,142,131,360,0.07048888124384856
77,176,0.5568708812051261,56,14,690890,90,30,131,384,0.2423616597414882
50,205,0.8853336410298145,61,13,444259,35,28,135,7,0.3296957227691592
76,232,0.40072564735169336,164,10,385296,43,149,46,274,0.20771154110329365
47,183,0.838904866745725,196,19,164609,45,72,108,440,0.2814826996682026
138,129,0.38498969222573753,120,10,728286,94,134,13,189,0.15344961238633276
